Frequency (Hz),Magnitude,Magnitude (dB)
2739.2356,0.001084,-59.295851
2739.9408,0.001123,-58.992585
2740.6461,0.000396,-68.047931
2741.3514,0.000730,-62.739300
2742.0566,0.001055,-59.534570
2742.7619,0.000636,-63.925188
2743.4671,0.000232,-72.675625
2744.1724,0.000438,-67.172780
2744.8777,0.000189,-74.489041
2745.5829,0.000359,-68.908035
2746.2882,0.000998,-60.013902
2746.9934,0.001364,-57.305193
2747.6987,0.000376,-68.485980
2748.4040,0.000636,-63.928763
2749.1092,0.001378,-57.217856
2749.8145,0.001342,-57.441971
2750.5198,0.000981,-60.164683
2751.2250,0.000092,-80.755007
2751.9303,0.000943,-60.507515
2752.6355,0.001180,-58.559668
2753.3408,0.001038,-59.677443
2754.0461,0.001702,-55.383027
2754.7513,0.001811,-54.840746
2755.4566,0.001403,-57.060812
2756.1618,0.000322,-69.837268
2756.8671,0.001483,-56.577658
2757.5724,0.001942,-54.234847
2758.2776,0.001816,-54.817348
2758.9829,0.000790,-62.051400
2759.6881,0.000883,-61.078990
2760.3934,0.000696,-63.153882
2761.0987,0.000651,-63.729791
2761.8039,0.000168,-75.486682
2762.5092,0.000816,-61.765131
2763.2145,0.001564,-56.112835
2763.9197,0.001554,-56.169121
2764.6250,0.001258,-58.008860
2765.3302,0.000959,-60.367296
2766.0355,0.001431,-56.888782
2766.7408,0.001558,-56.149091
2767.4460,0.000999,-60.008350
2768.1513,0.000445,-67.031566
2768.8565,0.000998,-60.021631
2769.5618,0.000796,-61.979123
2770.2671,0.001749,-55.144843
2770.9723,0.001203,-58.394585
2771.6776,0.001053,-59.549763
2772.3829,0.002841,-50.931310
2773.0881,0.001703,-55.377249
2773.7934,0.003231,-49.812396
2774.4986,0.002030,-53.851225
2775.2039,0.003443,-49.262450
2775.9092,0.002426,-52.302238
2776.6144,0.003220,-49.841854
2777.3197,0.002144,-53.376243
2778.0249,0.001849,-54.661594
2778.7302,0.002216,-53.087601
2779.4355,0.001099,-59.183367
2780.1407,0.001267,-57.945537
2780.8460,0.001456,-56.737747
2781.5513,0.000892,-60.989973
2782.2565,0.001647,-55.667167
2782.9618,0.000929,-60.644294
2783.6670,0.000578,-64.761873
2784.3723,0.000982,-60.159603
2785.0776,0.000692,-63.198535
2785.7828,0.001137,-58.885820
2786.4881,0.000291,-70.728325
2787.1933,0.000779,-62.170201
2787.8986,0.000838,-61.539025
2788.6039,0.000835,-61.570699
2789.3091,0.000793,-62.018830
2790.0144,0.000266,-71.513822
2790.7197,0.000888,-61.027844
2791.4249,0.000633,-63.975996
2792.1302,0.000294,-70.623096
2792.8354,0.000737,-62.648303
2793.5407,0.000523,-65.622222
2794.2460,0.000719,-62.866857
2794.9512,0.000560,-65.043712
2795.6565,0.000256,-71.837805
2796.3617,0.000830,-61.616712
2797.0670,0.000303,-70.363664
2797.7723,0.000329,-69.658206
2798.4775,0.000468,-66.597489
2799.1828,0.000478,-66.419070
2799.8881,0.000629,-64.020886
2800.5933,0.000527,-65.562460
2801.2986,0.000243,-72.295197
2802.0038,0.000902,-60.891523
2802.7091,0.000429,-67.357282
2803.4144,0.000193,-74.271504
2804.1196,0.000629,-64.027341
2804.8249,0.000411,-67.717850
2805.5301,0.000206,-73.709038
2806.2354,0.000506,-65.914912
2806.9407,0.000531,-65.500256
2807.6459,0.000228,-72.857271
2808.3512,0.000509,-65.872965
2809.0565,0.000333,-69.549631
2809.7617,0.000323,-69.802714
2810.4670,0.000498,-66.058736
2811.1722,0.000146,-76.725871
2811.8775,0.000401,-67.934962
2812.5828,0.000148,-76.601022
2813.2880,0.000143,-76.868967
2813.9933,0.000112,-78.997346
2814.6985,0.000277,-71.139490
2815.4038,0.000161,-75.865809
2816.1091,0.000188,-74.508698
2816.8143,0.000297,-70.557920
2817.5196,0.000160,-75.911457
2818.2249,0.000303,-70.366157
2818.9301,0.000166,-75.598266
2819.6354,0.000110,-79.190459
2820.3406,0.000168,-75.472984
2821.0459,0.000109,-79.222124
2821.7512,0.000086,-81.322587
2822.4564,0.000042,-87.614108
2823.1617,0.000179,-74.936762
2823.8669,0.000178,-74.971956
2824.5722,0.000198,-74.073438
2825.2775,0.000168,-75.508661
2825.9827,0.000140,-77.108256
2826.6880,0.000135,-77.399015
2827.3933,0.000079,-82.007336
2828.0985,0.000051,-85.810077
2828.8038,0.000017,-95.621145
2829.5090,0.000042,-87.442799
2830.2143,0.000068,-83.362891
2830.9196,0.000098,-80.174576
2831.6248,0.000124,-78.125444
2832.3301,0.000073,-82.725092
2833.0353,0.000050,-86.007102
2833.7406,0.000062,-84.149671
2834.4459,0.000075,-82.496144
2835.1511,0.000056,-85.037105
2835.8564,0.000029,-90.834996
2836.5617,0.000062,-84.142476
2837.2669,0.000054,-85.283522
2837.9722,0.000065,-83.727062
2838.6774,0.000045,-86.976445
2839.3827,0.000030,-90.569283
2840.0880,0.000076,-82.384731
2840.7932,0.000055,-85.166120
2841.4985,0.000074,-82.598296
2842.2037,0.000073,-82.755093
2842.9090,0.000048,-86.410869
2843.6143,0.000007,-102.680683
2844.3195,0.000009,-101.191017
2845.0248,0.000013,-97.429877
2845.7300,0.000027,-91.427555
2846.4353,0.000003,-111.576892
2847.1406,0.000024,-92.395190
2847.8458,0.000037,-88.696948
2848.5511,0.000009,-100.584083
2849.2564,0.000048,-86.451758
2849.9616,0.000037,-88.520937
2850.6669,0.000016,-95.757882
2851.3721,0.000024,-92.362719
2852.0774,0.000017,-95.450103
2852.7827,0.000050,-86.007271
2853.4879,0.000067,-83.541837
2854.1932,0.000027,-91.237713
2854.8984,0.000070,-83.050083
2855.6037,0.000042,-87.479831
2856.3090,0.000053,-85.504095
2857.0142,0.000058,-84.781876
2857.7195,0.000029,-90.726327
2858.4248,0.000023,-92.915346
2859.1300,0.000022,-93.209650
2859.8353,0.000071,-83.026239
2860.5405,0.000089,-80.978589
2861.2458,0.000036,-88.833129
2861.9511,0.000070,-83.118371
2862.6563,0.000147,-76.682586
2863.3616,0.000103,-79.784136
2864.0668,0.000013,-97.547999
2864.7721,0.000096,-80.379067
2865.4774,0.000174,-75.192769
2866.1826,0.000140,-77.074957
2866.8879,0.000052,-85.725106
2867.5932,0.000212,-73.471845
2868.2984,0.000281,-71.015666
2869.0037,0.000266,-71.512551
2869.7089,0.000070,-83.088764
2870.4142,0.000243,-72.277652
2871.1195,0.000411,-67.724369
2871.8247,0.000299,-70.492996
2872.5300,0.000134,-77.457359
2873.2352,0.000187,-74.582820
2873.9405,0.000444,-67.061646
2874.6458,0.000509,-65.873754
2875.3510,0.000387,-68.252864
2876.0563,0.000408,-67.784948
2876.7616,0.000274,-71.248950
2877.4668,0.000181,-74.861660
2878.1721,0.000307,-70.253704
2878.8773,0.000458,-66.784652
2879.5826,0.000467,-66.608547
2880.2879,0.000439,-67.150704
2880.9931,0.000206,-73.714080
2881.6984,0.000195,-74.191297
2882.4036,0.000185,-74.675329
2883.1089,0.000134,-77.446545
2883.8142,0.000371,-68.612333
2884.5194,0.000151,-76.401923
2885.2247,0.000638,-63.900298
2885.9300,0.000194,-74.227677
2886.6352,0.000469,-66.578671
2887.3405,0.000335,-69.499775
2888.0457,0.000317,-69.976282
2888.7510,0.000385,-68.301636
2889.4563,0.000179,-74.919103
2890.1615,0.000122,-78.295181
2890.8668,0.000153,-76.317045
2891.5720,0.000106,-79.525676
2892.2773,0.000065,-83.760790
2892.9826,0.000144,-76.811922
2893.6878,0.000063,-84.080346
2894.3931,0.000240,-72.385754
2895.0984,0.000021,-93.459417
2895.8036,0.000053,-85.482240
2896.5089,0.000138,-77.211556
2897.2141,0.000125,-78.056376
2897.9194,0.000133,-77.497775
2898.6247,0.000007,-102.919990
2899.3299,0.000069,-83.214835
2900.0352,0.000176,-75.093332
2900.7404,0.000072,-82.858379
2901.4457,0.000050,-86.085575
2902.1510,0.000139,-77.138787
2902.8562,0.000060,-84.430461
2903.5615,0.000067,-83.429030
2904.2668,0.000073,-82.686512
2904.9720,0.000078,-82.144730
2905.6773,0.000058,-84.686545
2906.3825,0.000049,-86.164014
2907.0878,0.000067,-83.524941
2907.7931,0.000058,-84.708513
2908.4983,0.000062,-84.121609
2909.2036,0.000038,-88.470079
2909.9088,0.000056,-85.112776
2910.6141,0.000036,-88.939963
2911.3194,0.000004,-107.222363
2912.0246,0.000037,-88.539042
2912.7299,0.000014,-97.279313
2913.4352,0.000010,-100.431142
2914.1404,0.000002,-115.182808
2914.8457,0.000022,-93.049367
2915.5509,0.000009,-100.849062
2916.2562,0.000009,-101.025342
2916.9615,0.000015,-96.348774
2917.6667,0.000004,-108.672186
2918.3720,0.000012,-98.663973
2919.0772,0.000004,-107.417465
2919.7825,0.000003,-109.265691
2920.4878,0.000011,-98.798341
2921.1930,0.000006,-103.867993
2921.8983,0.000003,-110.888946
2922.6036,0.000004,-107.819085
2923.3088,0.000008,-102.314410
2924.0141,0.000004,-107.587014
2924.7193,0.000001,-121.944862
2925.4246,0.000002,-114.809901
2926.1299,0.000005,-105.843914
2926.8351,0.000004,-109.036588
2927.5404,0.000006,-104.675444
2928.2456,0.000002,-113.140198
2928.9509,0.000006,-105.136784
2929.6562,0.000004,-108.886654
2930.3614,0.000003,-110.555300
2931.0667,0.000004,-108.679058
2931.7719,0.000006,-105.052468
2932.4772,0.000004,-107.629570
2933.1825,0.000001,-123.436864
2933.8877,0.000004,-108.743058
2934.5930,0.000003,-110.444876
2935.2983,0.000004,-107.405658
2936.0035,0.000003,-109.410406
2936.7088,0.000004,-107.388540
2937.4140,0.000007,-103.629034
2938.1193,0.000002,-115.622375
2938.8246,0.000003,-110.669603
2939.5298,0.000004,-107.007350
2940.2351,0.000005,-105.358534
2940.9403,0.000007,-103.618115
2941.6456,0.000005,-106.230919
2942.3509,0.000001,-119.481512
2943.0561,0.000004,-108.687583
2943.7614,0.000003,-109.405381
2944.4667,0.000002,-113.678204
2945.1719,0.000001,-119.960600
2945.8772,0.000001,-123.737505
2946.5824,0.000002,-112.155291
2947.2877,0.000004,-108.765049
2947.9930,0.000003,-109.775566
2948.6982,0.000002,-112.147188
2949.4035,0.000005,-106.246142
2950.1087,0.000004,-107.704952
2950.8140,0.000003,-109.503736
2951.5193,0.000001,-121.333842
2952.2245,0.000003,-110.617474
2952.9298,0.000002,-113.844788
2953.6351,0.000003,-110.298069
2954.3403,0.000003,-109.999131
2955.0456,0.000002,-116.089508
2955.7508,0.000004,-107.280086
2956.4561,0.000003,-109.207105
2957.1614,0.000004,-108.740983
2957.8666,0.000002,-114.550995
2958.5719,0.000001,-120.061855
2959.2771,0.000004,-108.364778
2959.9824,0.000002,-115.417083
2960.6877,0.000003,-111.317719
2961.3929,0.000004,-108.484621
2962.0982,0.000003,-110.738295
2962.8035,0.000005,-105.712518
2963.5087,0.000005,-106.454931
2964.2140,0.000003,-110.641758
2964.9192,0.000005,-106.507355
2965.6245,0.000001,-120.781149
2966.3298,0.000003,-110.806943
2967.0350,0.000001,-120.756086
2967.7403,0.000001,-118.361753
2968.4455,0.000001,-119.487982
2969.1508,0.000003,-109.885778
2969.8561,0.000001,-121.252400
2970.5613,0.000005,-105.943778
2971.2666,0.000005,-105.457690
2971.9719,0.000006,-104.171751
2972.6771,0.000002,-113.888173
2973.3824,0.000002,-116.421487
2974.0876,0.000002,-116.094020
2974.7929,0.000002,-114.038236
2975.4982,0.000000,-135.484036
2976.2034,0.000002,-116.041649
2976.9087,0.000002,-112.828644
2977.6139,0.000002,-115.039498
2978.3192,0.000001,-117.188068
2979.0245,0.000002,-112.568982
2979.7297,0.000002,-114.460693
2980.4350,0.000003,-111.004343
2981.1403,0.000002,-112.512405
2981.8455,0.000002,-114.262086
2982.5508,0.000001,-121.561842
2983.2560,0.000000,-127.422590
2983.9613,0.000003,-111.928707
2984.6666,0.000001,-118.362353
2985.3718,0.000002,-113.990691
2986.0771,0.000002,-115.993550
2986.7823,0.000001,-117.787219
2987.4876,0.000003,-109.314509
2988.1929,0.000003,-110.041479
2988.8981,0.000001,-120.595655
2989.6034,0.000001,-116.900801
2990.3087,0.000001,-120.737727
2991.0139,0.000002,-113.996648
2991.7192,0.000002,-112.118787
2992.4244,0.000001,-116.498144
2993.1297,0.000004,-107.331125
2993.8350,0.000001,-122.897632
2994.5402,0.000002,-114.835801
2995.2455,0.000001,-124.651964
2995.9507,0.000003,-110.882967
2996.6560,0.000001,-118.540216
2997.3613,0.000001,-118.547344
2998.0665,0.000002,-112.295991
2998.7718,0.000001,-117.268537
2999.4771,0.000001,-117.444613
3000.1823,0.000004,-108.428922
3000.8876,0.000001,-117.317509
3001.5928,0.000001,-117.784867
3002.2981,0.000002,-112.426904
3003.0034,0.000001,-118.688824
3003.7086,0.000001,-117.850658
3004.4139,0.000003,-110.409960
3005.1191,0.000000,-126.989148
3005.8244,0.000002,-115.973498
3006.5297,0.000001,-121.377995
3007.2349,0.000004,-107.413445
3007.9402,0.000001,-116.650441
3008.6455,0.000002,-112.791945
3009.3507,0.000002,-114.673017
3010.0560,0.000001,-119.239839
3010.7612,0.000002,-115.982816
3011.4665,0.000001,-122.722848
3012.1718,0.000003,-110.794928
3012.8770,0.000003,-109.943629
3013.5823,0.000001,-118.128043
3014.2875,0.000002,-114.270182
3014.9928,0.000002,-113.900532
3015.6981,0.000001,-119.154971
3016.4033,0.000003,-111.856108
3017.1086,0.000001,-119.452525
3017.8138,0.000001,-120.131569
3018.5191,0.000002,-113.279153
3019.2244,0.000002,-112.888486
3019.9296,0.000003,-111.075844
3020.6349,0.000002,-113.082342
3021.3402,0.000002,-112.444700
3022.0454,0.000001,-117.708338
3022.7507,0.000002,-116.144437
3023.4559,0.000002,-113.188115
3024.1612,0.000001,-116.638999
3024.8665,0.000001,-124.929281
3025.5717,0.000002,-113.066583
3026.2770,0.000001,-117.774150
3026.9822,0.000001,-116.573597
3027.6875,0.000002,-113.779324
3028.3928,0.000006,-104.398445
3029.0980,0.000005,-105.440969
3029.8033,0.000005,-106.362237
3030.5086,0.000001,-120.008715
3031.2138,0.000003,-110.395042
3031.9191,0.000001,-117.423428
3032.6243,0.000001,-120.461531
3033.3296,0.000001,-119.326560
3034.0349,0.000003,-111.650983
3034.7401,0.000001,-117.948097
3035.4454,0.000005,-106.294286
3036.1506,0.000003,-109.804368
3036.8559,0.000005,-106.468731
3037.5612,0.000006,-105.137164
3038.2664,0.000003,-110.571360
3038.9717,0.000004,-108.553014
3039.6770,0.000003,-111.521252
3040.3822,0.000002,-114.815915
3041.0875,0.000004,-108.166781
3041.7927,0.000001,-118.187098
3042.4980,0.000002,-114.119353
3043.2033,0.000004,-108.439915
3043.9085,0.000003,-109.197354
3044.6138,0.000004,-107.810058
3045.3190,0.000002,-116.212442
3046.0243,0.000003,-109.622256
3046.7296,0.000003,-111.564771
3047.4348,0.000002,-114.979722
3048.1401,0.000003,-111.949793
3048.8454,0.000001,-124.484004
3049.5506,0.000003,-109.544883
3050.2559,0.000005,-106.511463
3050.9611,0.000005,-106.528019
3051.6664,0.000002,-113.306528
3052.3717,0.000004,-108.789214
3053.0769,0.000004,-107.851382
3053.7822,0.000002,-114.255977
3054.4874,0.000000,-127.470639
3055.1927,0.000001,-118.693560
3055.8980,0.000002,-113.514778
3056.6032,0.000004,-108.672445
3057.3085,0.000003,-110.175140
3058.0138,0.000001,-120.383095
3058.7190,0.000004,-106.992617
3059.4243,0.000006,-104.265142
3060.1295,0.000005,-105.415803
3060.8348,0.000004,-108.090254
3061.5401,0.000003,-111.537893
3062.2453,0.000002,-113.506382
3062.9506,0.000007,-103.514741
3063.6558,0.000004,-107.116005
3064.3611,0.000003,-109.944246
3065.0664,0.000004,-107.003419
3065.7716,0.000003,-110.162948
3066.4769,0.000004,-108.363849
3067.1822,0.000001,-119.874571
3067.8874,0.000004,-108.204356
3068.5927,0.000006,-104.869070
3069.2979,0.000004,-108.462078
3070.0032,0.000003,-109.688078
3070.7085,0.000004,-108.083134
3071.4137,0.000005,-105.255934
3072.1190,0.000002,-113.137763
3072.8242,0.000006,-105.032219
3073.5295,0.000004,-108.685647
3074.2348,0.000005,-105.942344
3074.9400,0.000002,-113.595053
3075.6453,0.000001,-122.060930
3076.3506,0.000004,-108.075459
3077.0558,0.000008,-102.047943
3077.7611,0.000004,-107.509231
3078.4663,0.000003,-111.220078
3079.1716,0.000006,-103.975210
3079.8769,0.000012,-98.760956
3080.5821,0.000003,-109.398284
3081.2874,0.000004,-107.517789
3081.9926,0.000012,-98.572060
3082.6979,0.000004,-108.214551
3083.4032,0.000015,-96.511305
3084.1084,0.000009,-101.033157
3084.8137,0.000009,-100.618617
3085.5190,0.000022,-93.141092
3086.2242,0.000002,-115.363123
3086.9295,0.000010,-100.062061
3087.6347,0.000014,-97.111909
3088.3400,0.000038,-88.508990
3089.0453,0.000004,-107.139328
3089.7505,0.000036,-88.877161
3090.4558,0.000055,-85.119872
3091.1610,0.000037,-88.556364
3091.8663,0.000062,-84.127763
3092.5716,0.000058,-84.747470
3093.2768,0.000066,-83.572299
3093.9821,0.000049,-86.150567
3094.6874,0.000058,-84.707414
3095.3926,0.000078,-82.139546
3096.0979,0.000073,-82.689419
3096.8031,0.000068,-83.378802
3097.5084,0.000060,-84.392878
3098.2137,0.000139,-77.143951
3098.9189,0.000050,-86.057408
3099.6242,0.000072,-82.882481
3100.3294,0.000176,-75.112268
3101.0347,0.000069,-83.206005
3101.7400,0.000007,-102.980966
3102.4452,0.000133,-77.500254
3103.1505,0.000125,-78.045379
3103.8557,0.000138,-77.207492
3104.5610,0.000053,-85.450813
3105.2663,0.000021,-93.385598
3105.9715,0.000240,-72.386540
3106.6768,0.000063,-84.040710
3107.3821,0.000144,-76.818085
3108.0873,0.000065,-83.747229
3108.7926,0.000106,-79.522158
3109.4978,0.000153,-76.306889
3110.2031,0.000121,-78.308925
3110.9084,0.000179,-74.928402
3111.6136,0.000384,-68.310045
3112.3189,0.000317,-69.974758
3113.0241,0.000335,-69.502375
3113.7294,0.000469,-66.579110
3114.4347,0.000194,-74.225167
3115.1399,0.000638,-63.902310
3115.8452,0.000151,-76.417912
3116.5505,0.000371,-68.610837
3117.2557,0.000134,-77.435958
3117.9610,0.000185,-74.663642
3118.6662,0.000195,-74.201465
3119.3715,0.000207,-73.691101
3120.0768,0.000439,-67.145484
3120.7820,0.000467,-66.611211
3121.4873,0.000459,-66.762143
3122.1925,0.000307,-70.256322
3122.8978,0.000181,-74.841271
3123.6031,0.000272,-71.296852
3124.3083,0.000408,-67.785860
3125.0136,0.000386,-68.260848
3125.7189,0.000508,-65.876139
3126.4241,0.000444,-67.046654
3127.1294,0.000186,-74.597170
3127.8346,0.000134,-77.478760
3128.5399,0.000298,-70.507508
3129.2452,0.000411,-67.723432
3129.9504,0.000243,-72.290048
3130.6557,0.000070,-83.037583
3131.3609,0.000266,-71.499816
3132.0662,0.000282,-71.004686
3132.7715,0.000212,-73.465626
3133.4767,0.000051,-85.779272
3134.1820,0.000140,-77.077587
3134.8873,0.000174,-75.205474
3135.5925,0.000095,-80.417807
3136.2978,0.000013,-97.639835
3137.0030,0.000103,-79.778344
3137.7083,0.000147,-76.679315
3138.4136,0.000070,-83.136362
3139.1188,0.000036,-88.871532
3139.8241,0.000089,-80.968890
3140.5293,0.000070,-83.039466
3141.2346,0.000022,-93.302127
3141.9399,0.000023,-92.916078
3142.6451,0.000029,-90.828148
3143.3504,0.000058,-84.752237
3144.0557,0.000053,-85.523295
3144.7609,0.000042,-87.459296
3145.4662,0.000070,-83.044722
3146.1714,0.000028,-91.151835
3146.8767,0.000066,-83.579780
3147.5820,0.000050,-85.967013
3148.2872,0.000017,-95.581004
3148.9925,0.000024,-92.328924
3149.6977,0.000016,-95.799506
3150.4030,0.000038,-88.515294
3151.1083,0.000048,-86.423741
3151.8135,0.000009,-101.000041
3152.5188,0.000036,-88.838407
3153.2241,0.000024,-92.406541
3153.9293,0.000003,-111.494854
3154.6346,0.000027,-91.375776
3155.3398,0.000013,-97.573937
3156.0451,0.000009,-101.023391
3156.7504,0.000008,-102.422619
3157.4556,0.000047,-86.475133
3158.1609,0.000073,-82.734720
3158.8661,0.000074,-82.569918
3159.5714,0.000055,-85.128089
3160.2767,0.000076,-82.423571
3160.9819,0.000029,-90.645451
3161.6872,0.000044,-87.057452
3162.3925,0.000065,-83.700342
3163.0977,0.000054,-85.304256
3163.8030,0.000063,-84.079261
3164.5082,0.000029,-90.834620
3165.2135,0.000056,-84.961804
3165.9188,0.000074,-82.564319
3166.6240,0.000062,-84.173927
3167.3293,0.000051,-85.903589
3168.0345,0.000073,-82.778344
3168.7398,0.000124,-78.119568
3169.4451,0.000099,-80.077670
3170.1503,0.000067,-83.476830
3170.8556,0.000042,-87.498979
3171.5609,0.000016,-95.973003
3172.2661,0.000052,-85.672226
3172.9714,0.000079,-82.011958
3173.6766,0.000134,-77.483192
3174.3819,0.000141,-77.032749
3175.0872,0.000167,-75.526269
3175.7924,0.000197,-74.121043
3176.4977,0.000180,-74.916138
3177.2029,0.000179,-74.959933
3177.9082,0.000041,-87.822491
3178.6135,0.000086,-81.337813
3179.3187,0.000110,-79.183884
3180.0240,0.000167,-75.531440
3180.7292,0.000110,-79.190069
3181.4345,0.000167,-75.565561
3182.1398,0.000303,-70.372500
3182.8450,0.000160,-75.913689
3183.5503,0.000297,-70.540893
3184.2556,0.000188,-74.500349
3184.9608,0.000161,-75.847606
3185.6661,0.000278,-71.131115
3186.3713,0.000113,-78.938862
3187.0766,0.000144,-76.835660
3187.7819,0.000148,-76.593930
3188.4871,0.000402,-67.919079
3189.1924,0.000145,-76.765555
3189.8976,0.000498,-66.059683
3190.6029,0.000324,-69.788361
3191.3082,0.000333,-69.563223
3192.0134,0.000508,-65.880728
3192.7187,0.000227,-72.867762
3193.4240,0.000530,-65.511835
3194.1292,0.000506,-65.919495
3194.8345,0.000205,-73.744300
3195.5397,0.000411,-67.725645
3196.2450,0.000629,-64.024554
3196.9503,0.000193,-74.270302
3197.6555,0.000429,-67.345860
3198.3608,0.000903,-60.890102
3199.0660,0.000242,-72.313193
3199.7713,0.000527,-65.557561
3200.4766,0.000629,-64.020435
3201.1818,0.000477,-66.425808
3201.8871,0.000468,-66.600127
3202.5924,0.000329,-69.656128
3203.2976,0.000303,-70.361303
3204.0029,0.000830,-61.621128
3204.7081,0.000256,-71.829809
3205.4134,0.000560,-65.040892
3206.1187,0.000719,-62.868995
3206.8239,0.000524,-65.615869
3207.5292,0.000737,-62.649143
3208.2344,0.000295,-70.600599
3208.9397,0.000633,-63.974286
3209.6450,0.000888,-61.029637
3210.3502,0.000266,-71.491972
3211.0555,0.000792,-62.028749
3211.7608,0.000835,-61.564011
3212.4660,0.000838,-61.530608
3213.1713,0.000779,-62.164993
3213.8765,0.000291,-70.714949
3214.5818,0.001136,-58.894986
3215.2871,0.000692,-63.201655
3215.9923,0.000982,-60.155469
3216.6976,0.000577,-64.771298
3217.4028,0.000927,-60.656861
3218.1081,0.001646,-55.668950
3218.8134,0.000894,-60.975045
3219.5186,0.001454,-56.746280
3220.2239,0.001266,-57.949433
3220.9292,0.001099,-59.183077
3221.6344,0.002216,-53.089312
3222.3397,0.001850,-54.658201
3223.0449,0.002142,-53.384822
3223.7502,0.003222,-49.838680
3224.4555,0.002425,-52.304645
3225.1607,0.003444,-49.259959
3225.8660,0.002029,-53.855808
3226.5712,0.003232,-49.811903
3227.2765,0.001704,-55.372824
3227.9818,0.002842,-50.928695
3228.6870,0.001054,-59.544800
3229.3923,0.001204,-58.387479
3230.0976,0.001749,-55.146090
3230.8028,0.000797,-61.971806
3231.5081,0.000998,-60.020080
3232.2133,0.000445,-67.029185
3232.9186,0.000999,-60.011105
3233.6239,0.001558,-56.151035
3234.3291,0.001430,-56.891175
3235.0344,0.000958,-60.372647
3235.7396,0.001258,-58.008152
3236.4449,0.001554,-56.169360
3237.1502,0.001565,-56.111524
3237.8554,0.000816,-61.767534
3238.5607,0.000169,-75.460799
3239.2660,0.000651,-63.734738
3239.9712,0.000696,-63.147604
3240.6765,0.000882,-61.088693
3241.3817,0.000789,-62.055249
3242.0870,0.001816,-54.818714
3242.7923,0.001941,-54.239871
3243.4975,0.001483,-56.576903
3244.2028,0.000323,-69.827538
3244.9080,0.001404,-57.052936
3245.6133,0.001811,-54.841634
3246.3186,0.001702,-55.380119
3247.0238,0.001039,-59.669317
3247.7291,0.001180,-58.562036
3248.4344,0.000944,-60.496245
3249.1396,0.000091,-80.820495
3249.8449,0.000981,-60.165394
3250.5501,0.001341,-57.450338
3251.2554,0.001378,-57.215788
3251.9607,0.000636,-63.930646
3252.6659,0.000377,-68.473237
3253.3712,0.001363,-57.308297
3254.0764,0.000999,-60.005869
3254.7817,0.000359,-68.895977
3255.4870,0.000189,-74.477295
3256.1922,0.000439,-67.156744
3256.8975,0.000231,-72.718281
3257.6028,0.000636,-63.926367
3258.3080,0.001055,-59.535321
3259.0133,0.000731,-62.726661
3259.7185,0.000396,-68.051860
3260.4238,0.001122,-58.997510
3261.1291,0.001084,-59.301892
3261.8343,0.001160,-58.707436
3262.5396,0.000799,-61.952119
3263.2448,0.001032,-59.728849
3263.9501,0.001416,-56.979335
3264.6554,0.000894,-60.969897
3265.3606,0.000578,-64.765872
3266.0659,0.000775,-62.218521
3266.7711,0.000783,-62.124493
3267.4764,0.000694,-63.175770
3268.1817,0.000333,-69.559236
3268.8869,0.000421,-67.519457
3269.5922,0.000556,-65.105074
3270.2975,0.000336,-69.472881
3271.0027,0.000246,-72.172598
3271.7080,0.000118,-78.525692
3272.4132,0.000408,-67.778336
3273.1185,0.000279,-71.073478
3273.8238,0.000151,-76.406214
3274.5290,0.000229,-72.809966
3275.2343,0.000236,-72.538148
3275.9395,0.000285,-70.890876
3276.6448,0.000074,-82.661281
3277.3501,0.000253,-71.937637
3278.0553,0.000132,-77.558844
3278.7606,0.000254,-71.891052
3279.4659,0.000126,-77.959284
3280.1711,0.000116,-78.740106
3280.8764,0.000299,-70.472391
3281.5816,0.000143,-76.881575
3282.2869,0.000230,-72.776443
3282.9922,0.000059,-84.600461
3283.6974,0.000176,-75.111887
3284.4027,0.000133,-77.510930
3285.1079,0.000213,-73.417007
3285.8132,0.000145,-76.794765
3286.5185,0.000119,-78.495383
3287.2237,0.000262,-71.625441
3287.9290,0.000187,-74.581738
3288.6343,0.000319,-69.927642
3289.3395,0.000029,-90.810475
3290.0448,0.000268,-71.428706
3290.7500,0.000132,-77.595655
3291.4553,0.000321,-69.874391
3292.1606,0.000363,-68.812097
3292.8658,0.000330,-69.627121
3293.5711,0.000143,-76.903311
3294.2763,0.000344,-69.273092
3294.9816,0.000484,-66.309702
3295.6869,0.000280,-71.053604
3296.3921,0.000279,-71.092964
3297.0974,0.000358,-68.923809
3297.8027,0.000554,-65.129562
3298.5079,0.000301,-70.414476
3299.2132,0.000262,-71.634124
3299.9184,0.000435,-67.238781
3300.6237,0.000411,-67.722123
3301.3290,0.000372,-68.590057
3302.0342,0.000203,-73.833484
3302.7395,0.000497,-66.072528
3303.4447,0.000347,-69.201951
3304.1500,0.000421,-67.510102
3304.8553,0.000288,-70.805480
3305.5605,0.000363,-68.795894
3306.2658,0.000322,-69.840542
3306.9711,0.000341,-69.354970
3307.6763,0.000366,-68.732906
3308.3816,0.000417,-67.588276
3309.0868,0.000306,-70.278770
3309.7921,0.000495,-66.108602
3310.4974,0.000525,-65.596888
3311.2026,0.000381,-68.387033
3311.9079,0.000320,-69.903324
3312.6131,0.000491,-66.173537
3313.3184,0.000523,-65.627718
3314.0237,0.000551,-65.183863
3314.7289,0.000189,-74.454815
3315.4342,0.000346,-69.211926
3316.1395,0.000475,-66.458561
3316.8447,0.000533,-65.463066
3317.5500,0.000270,-71.364110
3318.2552,0.000280,-71.057311
